CAEN Rev.2  (activitati ale economiei nationale), Clase de marime, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Miliarde lei  lei RON  mii lei RON milioane lei RON (incepand cu 2005), Valoare
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2016, Milioane lei RON, 5173
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2017, Milioane lei RON, 5470
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2018, Milioane lei RON, 7220
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2019, Milioane lei RON, 7170
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2020, Milioane lei RON, 7494
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2021, Milioane lei RON, 8855
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2022, Milioane lei RON, 10328
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2023, Milioane lei RON, 10543
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dambovita, Anul 2024, Milioane lei RON, 11934
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2008, Milioane lei RON, 2592
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2009, Milioane lei RON, 2000
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2010, Milioane lei RON, 2190
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2011, Milioane lei RON, 2216
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2012, Milioane lei RON, 2365
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2013, Milioane lei RON, 2382
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2014, Milioane lei RON, 2748
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2015, Milioane lei RON, 3071
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2016, Milioane lei RON, 3080
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2017, Milioane lei RON, 3243
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2018, Milioane lei RON, 4370
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2019, Milioane lei RON, 4268
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2020, Milioane lei RON, 4014
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2021, Milioane lei RON, 5116
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2022, Milioane lei RON, 7347
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2023, Milioane lei RON, 7616
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Giurgiu, Anul 2024, Milioane lei RON, 7850
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2008, Milioane lei RON, 2803
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2009, Milioane lei RON, 2274
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2010, Milioane lei RON, 2364
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2011, Milioane lei RON, 2639
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2012, Milioane lei RON, 2672
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2013, Milioane lei RON, 2901
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2014, Milioane lei RON, 3205
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2015, Milioane lei RON, 3602
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2016, Milioane lei RON, 3965
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2017, Milioane lei RON, 4366
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2018, Milioane lei RON, 5003
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2019, Milioane lei RON, 4565
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2020, Milioane lei RON, 4222
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2021, Milioane lei RON, 5242
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2022, Milioane lei RON, 6438
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2023, Milioane lei RON, 6093
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ialomita, Anul 2024, Milioane lei RON, 6009
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2008, Milioane lei RON, 11419
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2009, Milioane lei RON, 9601
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2010, Milioane lei RON, 10021
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2011, Milioane lei RON, 11238
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2012, Milioane lei RON, 16188
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2013, Milioane lei RON, 11581
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2014, Milioane lei RON, 12226
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2015, Milioane lei RON, 12632
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2016, Milioane lei RON, 14196
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2017, Milioane lei RON, 16758
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2018, Milioane lei RON, 19333
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2019, Milioane lei RON, 20357
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2020, Milioane lei RON, 19245
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2021, Milioane lei RON, 22112
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2022, Milioane lei RON, 29202
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2023, Milioane lei RON, 37420
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Prahova, Anul 2024, Milioane lei RON, 39643
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2008, Milioane lei RON, 2410
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2009, Milioane lei RON, 2004
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2010, Milioane lei RON, 2346
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2011, Milioane lei RON, 2857
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2012, Milioane lei RON, 2884
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2013, Milioane lei RON, 3151
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2014, Milioane lei RON, 3323
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2015, Milioane lei RON, 3190
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2016, Milioane lei RON, 3395
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2017, Milioane lei RON, 3726
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2018, Milioane lei RON, 4385
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2019, Milioane lei RON, 4723
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2020, Milioane lei RON, 4710
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2021, Milioane lei RON, 5815
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2022, Milioane lei RON, 7091
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2023, Milioane lei RON, 6802
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Teleorman, Anul 2024, Milioane lei RON, 7703
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2008, Milioane lei RON, 32679
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2009, Milioane lei RON, 32075
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2010, Milioane lei RON, 30527
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2011, Milioane lei RON, 38678
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2012, Milioane lei RON, 38642
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2013, Milioane lei RON, 32500
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2014, Milioane lei RON, 35970
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2015, Milioane lei RON, 40388
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2016, Milioane lei RON, 47060
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2017, Milioane lei RON, 48569
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2018, Milioane lei RON, 56089
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2019, Milioane lei RON, 61540
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2020, Milioane lei RON, 57051
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2021, Milioane lei RON, 73857
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2022, Milioane lei RON, 96641
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2023, Milioane lei RON, 99889
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Ilfov, Anul 2024, Milioane lei RON, 108274
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2008, Milioane lei RON, 131544
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2009, Milioane lei RON, 120682
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2010, Milioane lei RON, 131753
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2011, Milioane lei RON, 139311
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2012, Milioane lei RON, 141496
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2013, Milioane lei RON, 146446
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2014, Milioane lei RON, 152623
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2015, Milioane lei RON, 160360
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2016, Milioane lei RON, 165374
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2017, Milioane lei RON, 184216
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2018, Milioane lei RON, 201527
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2019, Milioane lei RON, 223974
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2020, Milioane lei RON, 235046
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2021, Milioane lei RON, 285181
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2022, Milioane lei RON, 328552
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2023, Milioane lei RON, 347643
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Municipiul Bucuresti, Anul 2024, Milioane lei RON, 351826
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2008, Milioane lei RON, 9529
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2009, Milioane lei RON, 8102
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2010, Milioane lei RON, 8765
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2011, Milioane lei RON, 8929
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2012, Milioane lei RON, 9944
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2013, Milioane lei RON, 10229
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2014, Milioane lei RON, 11134
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2015, Milioane lei RON, 11310
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2016, Milioane lei RON, 12701
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2017, Milioane lei RON, 13080
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2018, Milioane lei RON, 14736
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2019, Milioane lei RON, 16346
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2020, Milioane lei RON, 16453
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2021, Milioane lei RON, 19322
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2022, Milioane lei RON, 23741
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2023, Milioane lei RON, 24259
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Dolj, Anul 2024, Milioane lei RON, 24581
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2008, Milioane lei RON, 2563
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2009, Milioane lei RON, 2251
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2010, Milioane lei RON, 2317
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2011, Milioane lei RON, 2626
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2012, Milioane lei RON, 2606
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2013, Milioane lei RON, 2501
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2014, Milioane lei RON, 2550
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2015, Milioane lei RON, 3149
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2016, Milioane lei RON, 3324
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2017, Milioane lei RON, 3665
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2018, Milioane lei RON, 3921
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2019, Milioane lei RON, 4360
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2020, Milioane lei RON, 4403
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2021, Milioane lei RON, 4918
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2022, Milioane lei RON, 6023
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2023, Milioane lei RON, 6631
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Gorj, Anul 2024, Milioane lei RON, 7150
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2008, Milioane lei RON, 1747
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2009, Milioane lei RON, 1961
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2010, Milioane lei RON, 1664
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2011, Milioane lei RON, 1794
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2012, Milioane lei RON, 2391
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2013, Milioane lei RON, 1833
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2014, Milioane lei RON, 1806
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2015, Milioane lei RON, 1958
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2016, Milioane lei RON, 1979
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2017, Milioane lei RON, 2107
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2018, Milioane lei RON, 2564
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Total, Mehedinti, Anul 2019, Milioane lei RON, 2389
